instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
442,18-03-2019,1,1,3,0,1,1,2,19.3725,23.2,81.0,8.501161,2207,3685,5892
139,19-05-2018,2,0,5,0,6,0,2,21.764153,25.5371,82.9583,7.250271,735,3840,4575
364,30-12-2018,1,0,12,0,0,0,1,12.778347,15.9406,63.6667,9.000579,491,2508,2999
90,31-03-2018,2,0,3,0,6,0,3,11.001653,12.87875,91.8333,14.582282,179,1506,1685
24,24-01-2018,1,0,1,0,3,1,1,3.9930433,5.8965,49.1739,10.60811,86,1330,1416
609,01-09-2019,3,1,9,0,0,0,2,30.886653,35.1327,63.8333,7.583529,2352,3788,6140
80,21-03-2018,2,0,3,0,3,1,2,17.647835,20.48675,73.7391,19.348461,401,1676,2077
126,06-05-2018,2,0,5,0,0,0,1,19.645847,23.70585,59.0,15.292482,894,3714,4608
243,31-08-2018,3,0,8,0,5,1,1,26.923347,30.55605,59.7917,5.5833311,688,4370,5058
371,06-01-2019,1,1,1,0,0,0,1,13.700847,17.01335,54.2083,11.249836,307,3791,4098
684,15-11-2019,4,1,11,0,5,1,2,13.188347,16.2246,62.0417,10.250129,320,5125,5445
327,23-11-2018,4,0,11,0,5,1,2,18.074153,21.52685,75.7917,22.500275,112,2454,2566
580,03-08-2019,3,1,8,0,6,0,2,31.399153,36.14335,64.25,14.458064,1328,5847,7175
658,20-10-2019,4,1,10,0,0,0,1,19.850847,23.6421,57.2917,7.874979,2806,5284,8090
505,20-05-2019,2,1,5,0,1,1,1,25.454153,29.19835,53.0417,17.042589,2704,4425,7129
409,13-02-2019,1,1,2,0,3,1,1,9.1225,11.39565,41.125,11.207961,94,3328,3422
728,29-12-2019,1,1,12,0,0,0,2,10.386653,12.12,75.2917,8.333661,159,1182,1341
82,23-03-2018,2,0,3,0,5,1,2,14.225237,16.89695,83.9565,15.695487,203,1918,2121
469,14-04-2019,2,1,4,0,0,0,1,20.295,24.3998,50.2917,12.791439,2795,4665,7460
232,20-08-2018,3,0,8,0,1,1,1,28.5975,32.4498,67.4167,6.999289,1914,3277,5191
502,17-05-2019,2,1,5,0,5,1,1,24.326653,28.63065,52.0,15.374825,1242,6142,7384
38,07-02-2018,1,0,2,0,3,1,1,11.138347,15.1829,73.8333,3.0423561,120,1592,1712
141,21-05-2018,2,0,5,0,1,1,1,24.7025,28.59875,62.6667,8.08355,2258,3547,5805
547,01-07-2019,3,1,7,0,1,1,1,33.449153,37.53145,51.875,11.291443,1421,4110,5531
638,30-09-2019,4,1,9,0,1,1,1,21.593347,25.88315,58.3333,9.042186,2015,4874,6889
237,25-08-2018,3,0,8,0,6,0,2,28.050847,32.2927,77.1667,14.125811,435,3107,3542
417,21-02-2019,1,1,2,0,4,1,1,11.800866,14.75565,59.4348,13.783039,163,3614,3777
689,20-11-2019,4,1,11,0,3,1,2,15.340847,19.03335,68.5,5.542575,534,5100,5634
605,28-08-2019,3,1,8,0,3,1,1,29.861653,33.3025,62.0,12.791975,935,6105,7040
622,14-09-2019,3,1,9,0,6,0,1,25.966653,29.70415,67.25,6.958821,1379,6630,8009
584,07-08-2019,3,1,8,0,3,1,2,30.169153,34.88105,70.375,7.832836,1278,5995,7273
674,05-11-2019,4,1,11,0,2,1,1,13.085847,15.40375,49.4167,15.833775,378,4881,5259
333,29-11-2018,4,0,11,0,4,1,2,18.791653,22.56875,83.0833,17.292164,96,2818,2914
270,27-09-2018,4,0,9,0,4,1,2,26.103347,28.72625,88.5417,7.917457,477,3643,4120
338,04-12-2018,4,0,12,0,2,1,1,13.564153,17.455,77.5833,5.6252061,634,2851,3485
92,02-04-2018,2,0,4,0,1,1,2,12.915,15.78185,65.375,13.208782,898,1354,2252
81,22-03-2018,2,0,3,0,4,1,1,18.108347,22.0321,62.4583,15.12525,460,2243,2703
704,05-12-2019,4,1,12,0,4,1,1,17.971653,21.4006,48.5,21.709407,331,5398,5729
